Query: 1
url=https://www.weather.gov/ numWords=616 numTitleWords=3 numOutLinks=70 numTitleMatch=1 numBodyMatch=14 pageRank=4.30492e-06 cheiRank=2.24669e-08 community=0 communityCount=27793988 rankingScore=30.9733
url=https://issuu.com/categories/society/dating numWords=468 numTitleWords=1 numOutLinks=17 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.85181e-08 community=0 communityCount=27793988 rankingScore=7.87705 
url=https://issuu.com/categories/society/gay-life numWords=472 numTitleWords=1 numOutLinks=17 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.85181e-08 community=0 communityCount=27793988 rankingScore=7.8813 
url=https://issuu.com/categories/society/senior-living numWords=512 numTitleWords=1 numOutLinks=17 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.85181e-08 community=0 communityCount=27793988 rankingScore=7.92189 
url=https://blog.boldmetrics.com numWords=435 numTitleWords=1 numOutLinks=9 numTitleMatch=0 numBodyMatch=1 pageRank=2.63574e-08 cheiRank=1.14107e-07 community=0 communityCount=27793988 rankingScore=7.95238 
url=https://signal.showit.site numWords=671 numTitleWords=1 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=1.01665e-08 cheiRank=2.26796e-07 community=0 communityCount=27793988 rankingScore=7.9918 
url=https://cryosparc.com/live numWords=882 numTitleWords=2 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=2.24653e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.05655 
url=https://blog.boldmetrics.com/ numWords=435 numTitleWords=1 numOutLinks=9 numTitleMatch=0 numBodyMatch=1 pageRank=6.33681e-08 cheiRank=1.14107e-07 community=0 communityCount=27793988 rankingScore=8.05865 
url=https://www.evolutionstl.com/ numWords=169 numTitleWords=8 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.88571e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.29426 
Query: 29
url=https://www.theblogstarter.com/ numWords=8491 numTitleWords=15 numOutLinks=15 numTitleMatch=4 numBodyMatch=429 pageRank=9.40928e-09 cheiRank=2.28478e-08 community=0 communityCount=27793988 rankingScore=54.3371 
url=https://www.wix.com/blog/how-to-start-a-blog numWords=6854 numTitleWords=12 numOutLinks=45 numTitleMatch=3 numBodyMatch=275 pageRank=9.40928e-09 cheiRank=2.01224e-08 community=0 communityCount=27793988 rankingScore=49.7799 
url=https://baekchens.tumblr.com/ numWords=180 numTitleWords=1 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=1.27225e-08 cheiRank=3.16134e-08 community=0 communityCount=27793988 rankingScore=6.99694 
url=https://lettuceshare.org numWords=110 numTitleWords=2 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=2.41199e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.0245 
url=https://theforeman.org/ numWords=317 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=2.14642e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.13751 
url=https://academy.dotvvm.com/ numWords=143 numTitleWords=2 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=3.59513e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.1891 
url=https://academy.dotvvm.com/ numWords=143 numTitleWords=2 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=3.59513e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.1891 
url=https://www.sefaria.org/Kuzari numWords=223 numTitleWords=1 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=3.16001e-08 community=0 communityCount=27793988 rankingScore=7.23228 
url=https://cmasnap.com/ numWords=194 numTitleWords=1 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=1.10882e-08 cheiRank=6.06635e-08 community=0 communityCount=27793988 rankingScore=7.33544 
url=https://www.adevolve.in/ numWords=336 numTitleWords=1 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=7.35063 
url=https://stayhealthy.ning.com numWords=191 numTitleWords=2 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=1.59068e-08 cheiRank=1.8284e-08 community=0 communityCount=27793988 rankingScore=7.41531 
url=https://25thart.tumblr.com numWords=346 numTitleWords=1 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=2.54607e-08 cheiRank=2.8776e-08 community=0 communityCount=27793988 rankingScore=7.43543 
Query: 33
url=https://www.forbes.com/councils/forbesagencycouncil/2024/01/05/the-power-of-influencer-marketing-your-strategic-investment-for-success/ numWords=1844 numTitleWords=7 numOutLinks=33 numTitleMatch=2 numBodyMatch=44 pageRank=9.40928e-09 cheiRank=2.75409e-08 community=0 communityCount=27793988 rankingScore=36.6467 
url=https://www.meltwater.com/en/blog/how-to-build-a-successful-influencer-strategy-with-the-right-social-channels numWords=4024 numTitleWords=7 numOutLinks=5 numTitleMatch=1 numBodyMatch=162 pageRank=9.40928e-09 cheiRank=0 community=0 communityCount=0 rankingScore=39.0182 
url=https://sproutsocial.com/insights/influencer-marketing/ numWords=4206 numTitleWords=12 numOutLinks=1 numTitleMatch=2 numBodyMatch=309 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=46.6068 
url=https://vierally.com/ numWords=193 numTitleWords=6 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.03161e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.11025 
url=https://golin.com/golinhealth/ numWords=518 numTitleWords=2 numOutLinks=8 numTitleMatch=0 numBodyMatch=1 pageRank=1.5827e-08 cheiRank=6.21459e-08 community=0 communityCount=27793988 rankingScore=8.29744 
url=https://tradeschool.works numWords=248 numTitleWords=5 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=6.47847e-08 cheiRank=4.23087e-08 community=0 communityCount=27793988 rankingScore=8.42605 
url=https://leadr.co/blog/ numWords=574 numTitleWords=2 numOutLinks=11 numTitleMatch=0 numBodyMatch=1 pageRank=6.23432e-08 cheiRank=4.4453e-08 community=0 communityCount=27793988 rankingScore=8.50693 
url=https://www.cision.ca/resources/webinars-events/ numWords=642 numTitleWords=3 numOutLinks=16 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.72448e-08 community=0 communityCount=27793988 rankingScore=8.71404 
url=https://www.businessinsider.com/startups numWords=1199 numTitleWords=3 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.84823 
url=https://www.businessinsider.com/startups numWords=1199 numTitleWords=3 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.84823 
url=https://www.businessinsider.com/author/geoff-weiss numWords=818 numTitleWords=4 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.88038 
url=https://blog.powr.io/page/7 numWords=646 numTitleWords=3 numOutLinks=31 numTitleMatch=0 numBodyMatch=1 pageRank=1.57902e-08 cheiRank=9.77254e-08 community=0 communityCount=27793988 rankingScore=9.01483 
url=https://brand24.com/partner-directory/ numWords=498 numTitleWords=4 numOutLinks=38 numTitleMatch=0 numBodyMatch=1 pageRank=9.
Query: 35
url=https://www.outdoorgearlab.com/ numWords=861 numTitleWords=9 numOutLinks=0 numTitleMatch=1 numBodyMatch=16 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=26.8417 
url=https://www.yakima.com/ numWords=917 numTitleWords=1 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=6.33784e-08 cheiRank=6.15715e-08 community=0 communityCount=27793988 rankingScore=8.26302 
url=https://www.adventurecats.org/category/pawsome-reads/ numWords=381 numTitleWords=6 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.44634 
url=https://yakima.com/# numWords=917 numTitleWords=1 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=1.88691e-07 cheiRank=6.15715e-08 community=0 communityCount=27793988 rankingScore=8.59722 
url=https://d4caltrops.com numWords=1720 numTitleWords=2 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=1.3921e-08 cheiRank=2.97198e-08 community=0 communityCount=27793988 rankingScore=8.60945 
url=https://www.adventurecats.org/pawsome-reads/foraging-adventure-how-to-spot-wild-catnip/ numWords=544 numTitleWords=6 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.62402 
url=https://blog.d4caltrops.com/ numWords=1720 numTitleWords=2 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=2.66534e-08 cheiRank=2.97198e-08 community=0 communityCount=27793988 rankingScore=8.64689 
url=https://xwp.co/about/careers/ numWords=837 numTitleWords=2 numOutLinks=23 numTitleMatch=0 numBodyMatch=1 pageRank=4.95098e-08 cheiRank=6.96685e-08 community=0 communityCount=27793988 rankingScore=8.84513 
url=https://www.adventurecats.org/pawsome-reads/11-tips-for-photographing-your-adventure-cat/ numWords=660 numTitleWords=7 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.85404 
url=https://www.adventurecats.org/pawsome-reads/cats-ultimate-pokemon-hunters/ numWords=404 numTitleWords=10 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.92756 
url=https://equinoxmountain.com/ numWords=615 numTitleWords=4 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=1.44571e-08 cheiRank=1.18552e-07 community
Query: 36
url=https://www.aarp.org/health/conditions-treatments/exercises-for-lower-back-pain/ numWords=3578 numTitleWords=6 numOutLinks=24 numTitleMatch=3 numBodyMatch=99 pageRank=9.40928e-09 cheiRank=1.71889e-08 community=0 communityCount=27793988 rankingScore=43.6321 
url=https://www.sports-health.com/sports-injuries/elbow-injuries numWords=216 numTitleWords=2 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.71205e-08 community=0 communityCount=27793988 rankingScore=7.5936 
url=https://www.huffpost.com/topic/stretching numWords=365 numTitleWords=1 numOutLinks=10 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.71072e-08 community=0 communityCount=27793988 rankingScore=7.6518 
url=https://www.sports-health.com/sports-injuries/general-injuries numWords=251 numTitleWords=2 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.71205e-08 community=0 communityCount=27793988 rankingScore=7.66837 
url=https://www.sports-health.com/treatment/hip-injury-treatment numWords=255 numTitleWords=3 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.71205e-08 community=0 communityCount=27793988 rankingScore=7.96392 
url=https://www.sports-health.com/treatment/shoulder-injury-treatment numWords=293 numTitleWords=3 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.71205e-08 community=0 communityCount=27793988 rankingScore=8.03313 
url=https://wn.com/Derde numWords=504 numTitleWords=1 numOutLinks=37 numTitleMatch=0 numBodyMatch=1 pageRank=1.02631e-08 cheiRank=3.87815e-08 community=0 communityCount=27793988 rankingScore=8.10541 
url=https://www.sports-health.com/author/leython-williams-pt-dpt numWords=344 numTitleWords=4 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.71205e-08 community=0 communityCount=27793988 rankingScore=8.33625 
url=https://drkimd.com/health-eh/ numWords=733 numTitleWords=2 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=1.71004e-08 cheiRank=1.0493e-07 community=0 communityCount=27793988 rankingScore=8.39129 
url=https://1-hp.org/blog/2017/03/ numWords=252 numTitleWords=4 numOutLinks=17 numTitleMatch=0 numBodyMatch=1 pageRank=1.02453e-08 cheiRank=1.98783e-08 community=0 communityCount=27793988 rankingScore=8.48989 
url=https://www.encyclopedia.com/local-interest/sports-fitness-recreation-and-leisure-magazines/physical-conditioning numWords=543 numTitleWords=5 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.60758 
Query: 37
url=https://www.ikea.com/us/en/ numWords=869 numTitleWords=8 numOutLinks=1 numTitleMatch=3 numBodyMatch=5 pageRank=1.69956e-06 cheiRank=1.74249e-08 community=0 communityCount=27793988 rankingScore=31.5557 
url=https://www.chowhound.com/category/kitchen-tools/ numWords=809 numTitleWords=3 numOutLinks=34 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.74069e-08 community=0 communityCount=27793988 rankingScore=8.97423 
url=https://www.chowhound.com/category/how-to/ numWords=822 numTitleWords=3 numOutLinks=34 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.74069e-08 community=0 communityCount=27793988 rankingScore=8.98219 
url=https://www.refinery29.com/en-us/author/emily-ruane numWords=555 numTitleWords=6 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.72763e-08 community=0 communityCount=27793988 rankingScore=9.02357 
url=https://www.grandviewresearch.com/info/trend-reports numWords=997 numTitleWords=7 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=9.06004 
url=https://www.encyclopedia.com/economics/news-wires-white-papers-and-books/conran-terence-1931 numWords=1043 numTitleWords=6 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=9.08767 
url=https://3riversinn.com/ numWords=525 numTitleWords=5 numOutLinks=5 numTitleMatch=0 numBodyMatch=1 pageRank=6.50603e-08 cheiRank=8.87704e-08 community=0 communityCount=27793988 rankingScore=9.10769 
url=https://www.pua.edu.eg/charts/ numWords=3367 numTitleWords=1 numOutLinks=19 numTitleMatch=0 numBodyMatch=1 pageRank=2.86902e-08 cheiRank=1.43059e-07 community=0 communityCount=27793988 rankingScore=9.17134 
url=https://www.grandviewresearch.com/industry-analysis/public-cloud-market/segmentation numWords=687 numTitleWords=10 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=9.19251 
url=https://www.pua.edu.eg/celta/ numWords=3628 numTitleWords=1 numOutLinks=19 numTitleMatch=0 numBodyMatch=1 pageRank=2.86902e-08 cheiRank=1.43059e-07 community=0 communityCount=27793988 rankingScore=9.20866 
url=https://www.grandviewresearch.com/industry-analysis/personal-consumer-electronics-market/methodology numWords=1087 numTitleWords=8 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=9.22099 
Query: 40
url=https://www.britannica.com/place/Roman-Empire numWords=979 numTitleWords=12 numOutLinks=2 numTitleMatch=3 numBodyMatch=34 pageRank=9.40928e-09 cheiRank=1.70886e-08 community=0 communityCount=27793988 rankingScore=37.9301 
url=https://en.wikipedia.org/wiki/Roman_Empire numWords=23133 numTitleWords=3 numOutLinks=3 numTitleMatch=2 numBodyMatch=889 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=51.6923 
url=https://iv.catgirl.cloud/ numWords=537 numTitleWords=1 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=1.14809e-08 cheiRank=2.43508e-08 community=0 communityCount=27793988 rankingScore=7.52381 
url=https://en.m.wikipedia.org/wiki/Feijoada numWords=422 numTitleWords=2 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.86974 
url=https://www.encyclopedia.com/humanities/dictionaries-thesauruses-pictures-and-press-releases/maot numWords=431 numTitleWords=4 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.31 
url=https://www.encyclopedia.com/humanities/dictionaries-thesauruses-pictures-and-press-releases/maou numWords=431 numTitleWords=4 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.31 
url=https://www.encyclopedia.com/reference/encyclopedias-almanacs-transcripts-and-maps/tyana numWords=436 numTitleWords=4 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.31575 
url=https://www.encyclopedia.com/humanities/dictionaries-thesauruses-pictures-and-press-releases/buic numWords=443 numTitleWords=4 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.3237 
url=https://www.encyclopedia.com/education/dictionaries-thesauruses-pictures-and-press-releases/castrum numWords=449 numTitleWords=4 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.33041 
url=https://www.encyclopedia.com/education/dictionaries-thesauruses-pictures-and-press-releases/castrum numWords=449 numTitleWords=4 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.33041 
url=https://www.encyclopedia.com/humanities/dictionaries-thesauruses-pictures-and-press-releases/buildout numWords=460 numTitleWords=4 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.34249 
url=https://www.encyclopedia.com/reference/encyclopedias-almanacs-transcripts-and-maps/centumviri numWords=460 numTitleWords=4 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.34249 
Query: 42
url=https://www.wix.com/blog/how-to-build-website-from-scratch-guide numWords=6684 numTitleWords=12 numOutLinks=42 numTitleMatch=2 numBodyMatch=175 pageRank=9.40928e-09 cheiRank=2.33125e-08 community=0 communityCount=27793988 rankingScore=44.6337 
url=https://www.weebly.com/ numWords=339 numTitleWords=12 numOutLinks=12 numTitleMatch=3 numBodyMatch=8 pageRank=1.04984e-07 cheiRank=2.26797e-08 community=0 communityCount=27793988 rankingScore=31.1858 
url=https://webflow.com/ numWords=1201 numTitleWords=9 numOutLinks=79 numTitleMatch=2 numBodyMatch=11 pageRank=3.65762e-06 cheiRank=0 community=0 communityCount=0 rankingScore=34.753 
url=https://www.squarespace.com/ numWords=1667 numTitleWords=8 numOutLinks=11 numTitleMatch=2 numBodyMatch=46 pageRank=7.38812e-06 cheiRank=0 community=0 communityCount=0 rankingScore=43.0232 
url=https://www.wix.com/ numWords=3550 numTitleWords=10 numOutLinks=56 numTitleMatch=2 numBodyMatch=111 pageRank=5.59291e-07 cheiRank=5.69449e-08 community=0 communityCount=27793988 rankingScore=43.3161 
url=https://kadiko.com/ numWords=218 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.34303e-08 cheiRank=1.70883e-08 community=100 communityCount=10 rankingScore=6.92733 
url=https://fsprojects.github.io/Paket/contact.html numWords=253 numTitleWords=1 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.74368e-08 community=0 communityCount=27793988 rankingScore=7.12885 
url=https://www.cbl-cambridge.org/ numWords=382 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.09428e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.19944 
url=https://huggingface.co/learn numWords=115 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.14087e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.29675 
url=https://sarahklain.weebly.com/ numWords=310 numTitleWords=1 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.83129e-09 cheiRank=5.31935e-08 community=0 communityCount=27793988 rankingScore=7.30041 
url=https://kacie.showit.site/ numWords=502 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.01665e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.33341 
url=https://mademistakes.com/ numWords=236 numTitleWords=2 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=3.23538e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.42779 
url=https://classdojo.com numWords=317 numTitleWords=1 numOutLinks=5 numTitleMatch=0 numBodyMatch=1 pageRank=2.17154e-08 cheiRank=1.81892e-08 community=0 communityCount=27793988 rankingScore=7.49876 
url=https://wiki.bugwood.org numWords=683 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.58637e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.50397 
url=https://huggingface.co/docs/hub/spaces numWords=405 numTitleWords=1 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.84506e-08 community=0 communityCount=27793988 rankingScore=7.50398 
Query: 44
url=https://www.cdc.gov/child-development/positive-parenting-tips/toddlers-2-3-years.html numWords=970 numTitleWords=12 numOutLinks=21 numTitleMatch=3 numBodyMatch=17 pageRank=9.40928e-09 cheiRank=1.97091e-08 community=0 communityCount=27793988 rankingScore=35.0043 
url=https://www.cdc.gov/child-development/positive-parenting-tips/toddlers-1-2-years.html numWords=1085 numTitleWords=12 numOutLinks=21 numTitleMatch=3 numBodyMatch=19 pageRank=9.40928e-09 cheiRank=1.97091e-08 community=0 communityCount=27793988 rankingScore=35.587 
url=https://eric.ed.gov/?q=source%3A%22grantee+submission%22 numWords=1546 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.58605 
url=https://www.businessinsider.com/travel numWords=1235 numTitleWords=3 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.86301 
url=https://www.businessinsider.com/travel numWords=1239 numTitleWords=3 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.86463 
url=https://worldathome.brighthorizons.com/ numWords=733 numTitleWords=7 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=9.12614 
url=https://radaronline.com/t/willow-smith/ numWords=1340 numTitleWords=5 numOutLinks=4 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70892e-08 community=0 communityCount=27793988 rankingScore=9.24195 
url=https://www.huhousing.harvard.edu/community-events/health-wellness numWords=689 numTitleWords=7 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=2.44753e-08 community=0 communityCount=27793988 rankingScore=9.27916 
url=https://gikids.org/gerd/ numWords=1158 numTitleWords=4 numOutLinks=11 numTitleMatch=0 numBodyMatch=1 pageRank=1.20895e-07 cheiRank=2.16994e-08 community=0 communityCount=27793988 rankingScore=9.48513 
url=https://radaronline.com/photos/best-reality-tv-moms/ numWords=1165 numTitleWords=7 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.99946e-08 community=0 communityCount=27793988 rankingScore=9.53272 
url=https://www.webmd.com/a-to-z-guides/dehydration-adults numWords=1240 numTitleWords=6 numOutLinks=11 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.725e-08 community=0 communityCount=27793988 rankingScore=9.53277 
url=https://www.pinterest.com/restministries/mom-products-when-ill-or-disabled/ numWords=631 numTitleWords=16 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=9.58538 
Query: 47
url=https://www.bankrate.com/investing/how-to-invest-in-stocks/ numWords=4193 numTitleWords=15 numOutLinks=4 numTitleMatch=3 numBodyMatch=118 pageRank=9.40928e-09 cheiRank=1.71065e-08 community=0 communityCount=27793988 rankingScore=45.0858 
url=https://choose901.com/donate/ numWords=84 numTitleWords=2 numOutLinks=9 numTitleMatch=0 numBodyMatch=1 pageRank=3.12564e-08 cheiRank=2.27318e-07 community=0 communityCount=27793988 rankingScore=7.74819 
url=https://altruist.com/taxiq numWords=508 numTitleWords=2 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.17304e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.74945 
url=https://libertex.com/signup numWords=188 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.12169e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.94572 
url=https://www.sbimf.com/passives numWords=472 numTitleWords=3 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=1.51259e-08 cheiRank=3.27304e-08 community=0 communityCount=27793988 rankingScore=8.17966 
url=https://www.businessinsider.com/personal-finance/financial-planning numWords=591 numTitleWords=2 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.20727 
url=https://scripbox.com/sitemap numWords=468 numTitleWords=3 numOutLinks=8 numTitleMatch=0 numBodyMatch=1 pageRank=3.31194e-08 cheiRank=4.42465e-08 community=0 communityCount=27793988 rankingScore=8.55112 
url=https://www.businessinsider.com/conflict-of-interest-policy numWords=1230 numTitleWords=2 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.98118e-08 community=0 communityCount=27793988 rankingScore=8.57865 
url=https://www.businessinsider.com/conflict-of-interest-policy numWords=1230 numTitleWords=2 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.98118e-08 community=0 communityCount=27793988 rankingScore=8.57865 
url=https://www.citizensbank.com/small-business/investing-and-benefits/investment-management.aspx numWords=803 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.66428 
url=https://www.merriam-webster.com/dictionary/plow numWords=662 numTitleWords=6 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.72202 
Query: 52
url=https://sallysbakingaddiction.com/category/beginner/ numWords=446 numTitleWords=5 numOutLinks=0 numTitleMatch=1 numBodyMatch=7 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=22.2337 
